Exit Time,Cumulative PnL INR
2023-02-27 15:05:00+05:30,1436636.5
2023-02-28 13:25:00+05:30,1433152.5
2023-03-01 09:15:00+05:30,1429759.5
2023-03-02 09:20:00+05:30,1431079.0
2023-03-03 09:15:00+05:30,1427864.75
2023-03-06 13:30:00+05:30,1445554.5
2023-03-08 14:00:00+05:30,1446568.5
2023-03-09 09:55:00+05:30,1445304.25
2023-03-13 09:15:00+05:30,1457937.0
2023-03-13 11:00:00+05:30,1451749.0
2023-03-14 12:25:00+05:30,1468317.5
2023-03-14 13:00:00+05:30,1461109.0
2023-03-15 09:15:00+05:30,1450436.0
2023-03-15 12:55:00+05:30,1441355.5
2023-03-16 10:35:00+05:30,1446318.25
2023-03-16 12:15:00+05:30,1442194.0
2023-03-16 14:10:00+05:30,1434875.0
2023-03-17 12:15:00+05:30,1431023.75
2023-03-17 13:50:00+05:30,1425238.75
